,Depth_bin,sample,expression,gene,group
853,0.6-0.7,SLE5,0.674390427048322,CCL27,SLE
854,0.6-0.7,SLE6,0.49512552363735,CCL27,SLE
855,0.7-0.8,DLE1,0.6103695740078325,CCL27,DLE
856,0.7-0.8,DLE2,0.11569646948938492,CCL27,DLE
857,0.7-0.8,DLE3,0.052078607505067875,CCL27,DLE
858,0.7-0.8,DLE4,1.071156532160469,CCL27,DLE
859,0.7-0.8,DLE5,1.5836221752673565,CCL27,DLE
860,0.7-0.8,HC1,0.5697845858906215,CCL27,HC
861,0.7-0.8,HC2,0.9182778027022712,CCL27,HC
862,0.7-0.8,HC3,1.2243198176717267,CCL27,HC
863,0.7-0.8,HC4,0.7094072678546208,CCL27,HC
864,0.7-0.8,SLE1,0.9505895806974826,CCL27,SLE
865,0.7-0.8,SLE2,0.9040455731105318,CCL27,SLE
866,0.7-0.8,SLE3,0.054344991371266756,CCL27,SLE
867,0.7-0.8,SLE4,0.6259727337881734,CCL27,SLE
868,0.7-0.8,SLE5,0.7479702672455608,CCL27,SLE
869,0.7-0.8,SLE6,0.500595313463478,CCL27,SLE
870,0.8-0.9,DLE1,0.6347729714640602,CCL27,DLE
871,0.8-0.9,DLE2,0.08035022375204026,CCL27,DLE
872,0.8-0.9,DLE3,0.05982706387530754,CCL27,DLE
873,0.8-0.9,DLE4,1.0953664202065763,CCL27,DLE
874,0.8-0.9,DLE5,1.6080353154006015,CCL27,DLE
875,0.8-0.9,HC1,0.6411573515379414,CCL27,HC
876,0.8-0.9,HC2,0.9362522408318532,CCL27,HC
877,0.8-0.9,HC3,1.0813758450512438,CCL27,HC
878,0.8-0.9,HC4,0.6509332441419443,CCL27,HC
879,0.8-0.9,SLE1,0.8443872386368481,CCL27,SLE
880,0.8-0.9,SLE2,0.8043185341166932,CCL27,SLE
881,0.8-0.9,SLE3,0.05822039266401702,CCL27,SLE
882,0.8-0.9,SLE4,0.5718196948984657,CCL27,SLE
883,0.8-0.9,SLE5,0.587335032105699,CCL27,SLE
884,0.8-0.9,SLE6,0.5119794018345157,CCL27,SLE
885,0.9-1.0,DLE1,0.5882744380753652,CCL27,DLE
886,0.9-1.0,DLE2,0.08968176470615413,CCL27,DLE
887,0.9-1.0,DLE3,0.1047954049408885,CCL27,DLE
888,0.9-1.0,DLE4,0.8848529682348573,CCL27,DLE
889,0.9-1.0,DLE5,1.4556696737213024,CCL27,DLE
890,0.9-1.0,HC1,0.6924906035075021,CCL27,HC
891,0.9-1.0,HC2,0.9854058011719734,CCL27,HC
892,0.9-1.0,HC3,1.1449218094215468,CCL27,HC
893,0.9-1.0,HC4,0.45745707515562184,CCL27,HC
894,0.9-1.0,SLE1,0.8786337023670979,CCL27,SLE
895,0.9-1.0,SLE2,0.6924332684698314,CCL27,SLE
896,0.9-1.0,SLE3,0.037687941186449456,CCL27,SLE
897,0.9-1.0,SLE4,0.48171197473190747,CCL27,SLE
898,0.9-1.0,SLE5,0.42806831463392525,CCL27,SLE
899,0.9-1.0,SLE6,0.4903469563352972,CCL27,SLE
900,0.0-0.1,DLE1,0.1547172506066329,CXCL9,DLE
901,0.0-0.1,DLE2,0.10187175582145307,CXCL9,DLE
902,0.0-0.1,DLE3,0.2174701791909746,CXCL9,DLE
903,0.0-0.1,DLE4,0.4171401311458072,CXCL9,DLE
904,0.0-0.1,DLE5,0.04657109307682803,CXCL9,DLE
905,0.0-0.1,HC1,0.023359440008342097,CXCL9,HC
906,0.0-0.1,HC2,0.09424638705266596,CXCL9,HC
907,0.0-0.1,HC3,0.002349269365687289,CXCL9,HC
908,0.0-0.1,HC4,0.0,CXCL9,HC
909,0.0-0.1,SLE1,0.3078222861181348,CXCL9,SLE
910,0.0-0.1,SLE2,0.26233616432877044,CXCL9,SLE
911,0.0-0.1,SLE3,0.007091520707139165,CXCL9,SLE
912,0.0-0.1,SLE4,0.11393875574777744,CXCL9,SLE
913,0.0-0.1,SLE5,0.11014604015424986,CXCL9,SLE
914,0.0-0.1,SLE6,0.1912194873848494,CXCL9,SLE
915,0.1-0.2,DLE1,0.10361108837083007,CXCL9,DLE
916,0.1-0.2,DLE2,0.108631684002596,CXCL9,DLE
917,0.1-0.2,DLE3,0.3614876299152024,CXCL9,DLE
918,0.1-0.2,DLE4,0.489952320483995,CXCL9,DLE
919,0.1-0.2,DLE5,0.038227845119800284,CXCL9,DLE
920,0.1-0.2,HC1,0.0145880629449142,CXCL9,HC
921,0.1-0.2,HC2,0.09233689770116386,CXCL9,HC
922,0.1-0.2,HC3,0.0,CXCL9,HC
923,0.1-0.2,HC4,0.0,CXCL9,HC
924,0.1-0.2,SLE1,0.4895665970103428,CXCL9,SLE
925,0.1-0.2,SLE2,0.21029945843095915,CXCL9,SLE
926,0.1-0.2,SLE3,0.020037679291874527,CXCL9,SLE
927,0.1-0.2,SLE4,0.13976106374865757,CXCL9,SLE
928,0.1-0.2,SLE5,0.10588635955812861,CXCL9,SLE
929,0.1-0.2,SLE6,0.38351281166622136,CXCL9,SLE
930,0.2-0.3,DLE1,0.07878314904299343,CXCL9,DLE
931,0.2-0.3,DLE2,0.16029664658981002,CXCL9,DLE
932,0.2-0.3,DLE3,0.35888751518610945,CXCL9,DLE
933,0.2-0.3,DLE4,0.5499870786124579,CXCL9,DLE
934,0.2-0.3,DLE5,0.035238810469692156,CXCL9,DLE
935,0.2-0.3,HC1,0.0,CXCL9,HC
936,0.2-0.3,HC2,0.07399967064951599,CXCL9,HC
937,0.2-0.3,HC3,0.0,CXCL9,HC
938,0.2-0.3,HC4,0.0,CXCL9,HC
939,0.2-0.3,SLE1,0.44662562355997437,CXCL9,SLE
940,0.2-0.3,SLE2,0.2530866770084217,CXCL9,SLE
941,0.2-0.3,SLE3,0.0,CXCL9,SLE
942,0.2-0.3,SLE4,0.11750316042334241,CXCL9,SLE
943,0.2-0.3,SLE5,0.1466115322432182,CXCL9,SLE
944,0.2-0.3,SLE6,0.4174330465653803,CXCL9,SLE
945,0.3-0.4,DLE1,0.19266996976609962,CXCL9,DLE
946,0.3-0.4,DLE2,0.17905941317591065,CXCL9,DLE
947,0.3-0.4,DLE3,0.43352662592125524,CXCL9,DLE
948,0.3-0.4,DLE4,0.46053055361148276,CXCL9,DLE
949,0.3-0.4,DLE5,0.0758774215876653,CXCL9,DLE
950,0.3-0.4,HC1,0.018331215133294953,CXCL9,HC
951,0.3-0.4,HC2,0.06589463382701001,CXCL9,HC
952,0.3-0.4,HC3,0.0,CXCL9,HC
953,0.3-0.4,HC4,0.0,CXCL9,HC
954,0.3-0.4,SLE1,0.49781314566239415,CXCL9,SLE
955,0.3-0.4,SLE2,0.2742755969644017,CXCL9,SLE
956,0.3-0.4,SLE3,0.01958670029064972,CXCL9,SLE
957,0.3-0.4,SLE4,0.10286957828153016,CXCL9,SLE
958,0.3-0.4,SLE5,0.1238911073363638,CXCL9,SLE
959,0.3-0.4,SLE6,0.2890466713948891,CXCL9,SLE
960,0.4-0.5,DLE1,0.066389152140804,CXCL9,DLE
961,0.4-0.5,DLE2,0.17513067469062574,CXCL9,DLE
962,0.4-0.5,DLE3,0.4336453123753562,CXCL9,DLE
963,0.4-0.5,DLE4,0.5100827739629812,CXCL9,DLE
964,0.4-0.5,DLE5,0.02990522869596697,CXCL9,DLE
965,0.4-0.5,HC1,0.025688355636132632,CXCL9,HC
966,0.4-0.5,HC2,0.10208512574444362,CXCL9,HC
967,0.4-0.5,HC3,0.0,CXCL9,HC
968,0.4-0.5,HC4,0.0,CXCL9,HC
969,0.4-0.5,SLE1,0.3809993456089006,CXCL9,SLE
970,0.4-0.5,SLE2,0.3903821497748379,CXCL9,SLE
971,0.4-0.5,SLE3,0.009172041688468706,CXCL9,SLE
972,0.4-0.5,SLE4,0.10887501779386732,CXCL9,SLE
973,0.4-0.5,SLE5,0.10390785200787007,CXCL9,SLE
974,0.4-0.5,SLE6,0.21432187106605946,CXCL9,SLE
975,0.5-0.6,DLE1,0.20295210129162167,CXCL9,DLE
976,0.5-0.6,DLE2,0.14548575372314562,CXCL9,DLE
977,0.5-0.6,DLE3,0.6033165601093129,CXCL9,DLE
978,0.5-0.6,DLE4,0.4403493501198536,CXCL9,DLE
979,0.5-0.6,DLE5,0.045960276649132346,CXCL9,DLE
980,0.5-0.6,HC1,0.0027644662672587756,CXCL9,HC
981,0.5-0.6,HC2,0.06711083926573844,CXCL9,HC
982,0.5-0.6,HC3,0.0,CXCL9,HC
983,0.5-0.6,HC4,0.0,CXCL9,HC
984,0.5-0.6,SLE1,0.47973946377275517,CXCL9,SLE
985,0.5-0.6,SLE2,0.38304794928323316,CXCL9,SLE
986,0.5-0.6,SLE3,0.0,CXCL9,SLE
987,0.5-0.6,SLE4,0.11135544250540204,CXCL9,SLE
988,0.5-0.6,SLE5,0.1703068176563609,CXCL9,SLE
989,0.5-0.6,SLE6,0.26330438510327336,CXCL9,SLE
990,0.6-0.7,DLE1,0.09780137908779934,CXCL9,DLE
991,0.6-0.7,DLE2,0.19123510506192523,CXCL9,DLE
992,0.6-0.7,DLE3,0.6385118868650216,CXCL9,DLE
993,0.6-0.7,DLE4,0.5941675914241562,CXCL9,DLE
994,0.6-0.7,DLE5,0.048513211800968285,CXCL9,DLE
995,0.6-0.7,HC1,0.008225958234259034,CXCL9,HC
996,0.6-0.7,HC2,0.08504869413739163,CXCL9,HC
997,0.6-0.7,HC3,0.0,CXCL9,HC
998,0.6-0.7,HC4,0.0,CXCL9,HC
999,0.6-0.7,SLE1,0.4703022500716338,CXCL9,SLE
1000,0.6-0.7,SLE2,0.42179963791239306,CXCL9,SLE
1001,0.6-0.7,SLE3,0.004406753429316542,CXCL9,SLE
1002,0.6-0.7,SLE4,0.11780339201055842,CXCL9,SLE
1003,0.6-0.7,SLE5,0.1195668350230967,CXCL9,SLE
1004,0.6-0.7,SLE6,0.24978978064655435,CXCL9,SLE
1005,0.7-0.8,DLE1,0.2591055780155656,CXCL9,DLE
1006,0.7-0.8,DLE2,0.23074104301009524,CXCL9,DLE
1007,0.7-0.8,DLE3,0.7380685474325793,CXCL9,DLE
1008,0.7-0.8,DLE4,0.6586935783289458,CXCL9,DLE
1009,0.7-0.8,DLE5,0.06113922098935495,CXCL9,DLE
1010,0.7-0.8,HC1,0.010720342224683361,CXCL9,HC
1011,0.7-0.8,HC2,0.10518549020613359,CXCL9,HC
1012,0.7-0.8,HC3,0.0,CXCL9,HC
1013,0.7-0.8,HC4,0.0,CXCL9,HC
1014,0.7-0.8,SLE1,0.5230969345457795,CXCL9,SLE
1015,0.7-0.8,SLE2,0.41329268592381624,CXCL9,SLE
1016,0.7-0.8,SLE3,0.0,CXCL9,SLE
1017,0.7-0.8,SLE4,0.0983633660004217,CXCL9,SLE
1018,0.7-0.8,SLE5,0.1146717432275831,CXCL9,SLE
1019,0.7-0.8,SLE6,0.22847242371639856,CXCL9,SLE
1020,0.8-0.9,DLE1,0.2979845919552507,CXCL9,DLE
1021,0.8-0.9,DLE2,0.25433821129062795,CXCL9,DLE
1022,0.8-0.9,DLE3,0.9107834685460681,CXCL9,DLE
1023,0.8-0.9,DLE4,0.6129024159941405,CXCL9,DLE
1024,0.8-0.9,DLE5,0.06921041387525712,CXCL9,DLE
1025,0.8-0.9,HC1,0.011511029453478483,CXCL9,HC
1026,0.8-0.9,HC2,0.047793668429248246,CXCL9,HC
1027,0.8-0.9,HC3,0.0,CXCL9,HC
1028,0.8-0.9,HC4,0.0,CXCL9,HC
1029,0.8-0.9,SLE1,0.4994110335207716,CXCL9,SLE
1030,0.8-0.9,SLE2,0.4623702681118297,CXCL9,SLE
1031,0.8-0.9,SLE3,0.0,CXCL9,SLE
1032,0.8-0.9,SLE4,0.09316485173795973,CXCL9,SLE
1033,0.8-0.9,SLE5,0.14232014240262403,CXCL9,SLE
1034,0.8-0.9,SLE6,0.33948277587071857,CXCL9,SLE
1035,0.9-1.0,DLE1,0.3500886371855389,CXCL9,DLE
1036,0.9-1.0,DLE2,0.37458209394405795,CXCL9,DLE
1037,0.9-1.0,DLE3,1.0367533393466346,CXCL9,DLE
1038,0.9-1.0,DLE4,0.6184347756455897,CXCL9,DLE
1039,0.9-1.0,DLE5,0.08063129566279074,CXCL9,DLE
1040,0.9-1.0,HC1,0.00668423068140602,CXCL9,HC
1041,0.9-1.0,HC2,0.0989677324624438,CXCL9,HC
1042,0.9-1.0,HC3,0.004309422184879228,CXCL9,HC
1043,0.9-1.0,HC4,0.0,CXCL9,HC
1044,0.9-1.0,SLE1,0.47391515105278736,CXCL9,SLE
1045,0.9-1.0,SLE2,0.49191637473410466,CXCL9,SLE
1046,0.9-1.0,SLE3,0.011865751089624876,CXCL9,SLE
1047,0.9-1.0,SLE4,0.08384661915593616,CXCL9,SLE
1048,0.9-1.0,SLE5,0.1768184557588372,CXCL9,SLE
1049,0.9-1.0,SLE6,0.435396933363355,CXCL9,SLE
1050,0.0-0.1,DLE1,0.30711584951080745,CXCL10,DLE
1051,0.0-0.1,DLE2,0.5846773872756058,CXCL10,DLE
1052,0.0-0.1,DLE3,0.4933269157091032,CXCL10,DLE
1053,0.0-0.1,DLE4,0.2705688371823268,CXCL10,DLE
1054,0.0-0.1,DLE5,0.07641994345003315,CXCL10,DLE
1055,0.0-0.1,HC1,0.0,CXCL10,HC
1056,0.0-0.1,HC2,0.059317175141120795,CXCL10,HC
1057,0.0-0.1,HC3,0.0,CXCL10,HC
1058,0.0-0.1,HC4,0.0,CXCL10,HC
1059,0.0-0.1,SLE1,0.5010645426804392,CXCL10,SLE
1060,0.0-0.1,SLE2,0.43549450628351577,CXCL10,SLE
1061,0.0-0.1,SLE3,0.0,CXCL10,SLE
1062,0.0-0.1,SLE4,0.03643144082375142,CXCL10,SLE
1063,0.0-0.1,SLE5,0.5615861768785424,CXCL10,SLE
1064,0.0-0.1,SLE6,1.33164363208639,CXCL10,SLE
1065,0.1-0.2,DLE1,0.3785848124571742,CXCL10,DLE
1066,0.1-0.2,DLE2,0.5841284558192232,CXCL10,DLE
1067,0.1-0.2,DLE3,0.5421186695900326,CXCL10,DLE
1068,0.1-0.2,DLE4,0.35848417260965343,CXCL10,DLE
1069,0.1-0.2,DLE5,0.0587400462452508,CXCL10,DLE
1070,0.1-0.2,HC1,0.00519832319126826,CXCL10,HC
1071,0.1-0.2,HC2,0.0521580703118085,CXCL10,HC
1072,0.1-0.2,HC3,0.007584081183793807,CXCL10,HC
1073,0.1-0.2,HC4,0.0,CXCL10,HC
1074,0.1-0.2,SLE1,0.7846806582513438,CXCL10,SLE
1075,0.1-0.2,SLE2,0.3749224612743313,CXCL10,SLE
1076,0.1-0.2,SLE3,0.010756072810846642,CXCL10,SLE
1077,0.1-0.2,SLE4,0.03696215490877285,CXCL10,SLE
1078,0.1-0.2,SLE5,0.48187681080237565,CXCL10,SLE
1079,0.1-0.2,SLE6,1.2608072265062888,CXCL10,SLE
1080,0.2-0.3,DLE1,0.45868294422717903,CXCL10,DLE
1081,0.2-0.3,DLE2,0.6290944073434311,CXCL10,DLE
1082,0.2-0.3,DLE3,0.6178091607879111,CXCL10,DLE
1083,0.2-0.3,DLE4,0.3923529728437059,CXCL10,DLE
1084,0.2-0.3,DLE5,0.07135851990147289,CXCL10,DLE
1085,0.2-0.3,HC1,0.0,CXCL10,HC
1086,0.2-0.3,HC2,0.01954845197400772,CXCL10,HC
1087,0.2-0.3,HC3,0.0,CXCL10,HC
1088,0.2-0.3,HC4,0.0,CXCL10,HC
1089,0.2-0.3,SLE1,0.5756508967829226,CXCL10,SLE
1090,0.2-0.3,SLE2,0.4326419256233877,CXCL10,SLE
1091,0.2-0.3,SLE3,0.004463978643394728,CXCL10,SLE
1092,0.2-0.3,SLE4,0.04763036412434796,CXCL10,SLE
1093,0.2-0.3,SLE5,0.654724994531847,CXCL10,SLE
1094,0.2-0.3,SLE6,1.343519474636277,CXCL10,SLE
1095,0.3-0.4,DLE1,0.5771679799534415,CXCL10,DLE
1096,0.3-0.4,DLE2,0.7839918725622106,CXCL10,DLE
1097,0.3-0.4,DLE3,0.6088039378214761,CXCL10,DLE
1098,0.3-0.4,DLE4,0.36508875297134574,CXCL10,DLE
1099,0.3-0.4,DLE5,0.07423587909321049,CXCL10,DLE
1100,0.3-0.4,HC1,0.005644041729189678,CXCL10,HC
1101,0.3-0.4,HC2,0.01985327484817159,CXCL10,HC
1102,0.3-0.4,HC3,0.0,CXCL10,HC
1103,0.3-0.4,HC4,0.0,CXCL10,HC
1104,0.3-0.4,SLE1,0.47775778563704807,CXCL10,SLE
1105,0.3-0.4,SLE2,0.38904678810502247,CXCL10,SLE
1106,0.3-0.4,SLE3,0.006787883769983672,CXCL10,SLE
1107,0.3-0.4,SLE4,0.05028839146319886,CXCL10,SLE
1108,0.3-0.4,SLE5,0.8943958667930233,CXCL10,SLE
1109,0.3-0.4,SLE6,1.199414084091829,CXCL10,SLE
1110,0.4-0.5,DLE1,0.5378021620481206,CXCL10,DLE
1111,0.4-0.5,DLE2,0.592376544524757,CXCL10,DLE
1112,0.4-0.5,DLE3,0.7865075731028227,CXCL10,DLE
1113,0.4-0.5,DLE4,0.47473627778405253,CXCL10,DLE
1114,0.4-0.5,DLE5,0.11045611610446164,CXCL10,DLE
1115,0.4-0.5,HC1,0.0,CXCL10,HC
1116,0.4-0.5,HC2,0.05367041232269647,CXCL10,HC
1117,0.4-0.5,HC3,0.0,CXCL10,HC
1118,0.4-0.5,HC4,0.03803780044684581,CXCL10,HC
1119,0.4-0.5,SLE1,0.732852429735471,CXCL10,SLE
1120,0.4-0.5,SLE2,0.5508663843412577,CXCL10,SLE
1121,0.4-0.5,SLE3,0.0044256608261593585,CXCL10,SLE
1122,0.4-0.5,SLE4,0.03632770542168597,CXCL10,SLE
1123,0.4-0.5,SLE5,0.8734705158249547,CXCL10,SLE
1124,0.4-0.5,SLE6,1.3991108245786188,CXCL10,SLE
1125,0.5-0.6,DLE1,0.5897596555818976,CXCL10,DLE
1126,0.5-0.6,DLE2,0.7656917219948667,CXCL10,DLE
1127,0.5-0.6,DLE3,0.9318133330396687,CXCL10,DLE
1128,0.5-0.6,DLE4,0.3974728437606259,CXCL10,DLE
1129,0.5-0.6,DLE5,0.08260600136890991,CXCL10,DLE
1130,0.5-0.6,HC1,0.0,CXCL10,HC
1131,0.5-0.6,HC2,0.03642607690470992,CXCL10,HC
1132,0.5-0.6,HC3,0.0,CXCL10,HC
1133,0.5-0.6,HC4,0.0,CXCL10,HC
1134,0.5-0.6,SLE1,0.532050479955397,CXCL10,SLE
1135,0.5-0.6,SLE2,0.6565331911241609,CXCL10,SLE
1136,0.5-0.6,SLE3,0.019090372199636912,CXCL10,SLE
1137,0.5-0.6,SLE4,0.03703208805509478,CXCL10,SLE
1138,0.5-0.6,SLE5,0.7458083339998923,CXCL10,SLE
1139,0.5-0.6,SLE6,1.1781741376694335,CXCL10,SLE
1140,0.6-0.7,DLE1,0.7042914994284943,CXCL10,DLE
1141,0.6-0.7,DLE2,0.7992780268321044,CXCL10,DLE
1142,0.6-0.7,DLE3,1.0268163414892273,CXCL10,DLE
1143,0.6-0.7,DLE4,0.5666534322880784,CXCL10,DLE
1144,0.6-0.7,DLE5,0.1332881313053593,CXCL10,DLE
1145,0.6-0.7,HC1,0.0,CXCL10,HC
1146,0.6-0.7,HC2,0.03579526385859617,CXCL10,HC
1147,0.6-0.7,HC3,0.0,CXCL10,HC
1148,0.6-0.7,HC4,0.0,CXCL10,HC
1149,0.6-0.7,SLE1,0.6505150852555103,CXCL10,SLE
1150,0.6-0.7,SLE2,0.6994225153550143,CXCL10,SLE
1151,0.6-0.7,SLE3,0.019076717319702237,CXCL10,SLE
1152,0.6-0.7,SLE4,0.042395669803871217,CXCL10,SLE
1153,0.6-0.7,SLE5,0.8215262112195066,CXCL10,SLE
1154,0.6-0.7,SLE6,1.5074053163452374,CXCL10,SLE
1155,0.7-0.8,DLE1,1.0520211009542566,CXCL10,DLE
1156,0.7-0.8,DLE2,0.9990298757979607,CXCL10,DLE
1157,0.7-0.8,DLE3,1.3454736986567242,CXCL10,DLE
1158,0.7-0.8,DLE4,0.5738296618676498,CXCL10,DLE
1159,0.7-0.8,DLE5,0.14493594060713946,CXCL10,DLE
1160,0.7-0.8,HC1,0.0,CXCL10,HC
1161,0.7-0.8,HC2,0.03331707536905614,CXCL10,HC
1162,0.7-0.8,HC3,0.0,CXCL10,HC
1163,0.7-0.8,HC4,0.027313393970060922,CXCL10,HC
1164,0.7-0.8,SLE1,0.6003731923122788,CXCL10,SLE
1165,0.7-0.8,SLE2,0.7565725507276703,CXCL10,SLE
1166,0.7-0.8,SLE3,0.007126295914121609,CXCL10,SLE
1167,0.7-0.8,SLE4,0.04682204590569978,CXCL10,SLE
1168,0.7-0.8,SLE5,0.8433989272534905,CXCL10,SLE
1169,0.7-0.8,SLE6,1.6385540922034814,CXCL10,SLE
1170,0.8-0.9,DLE1,1.1379860016641448,CXCL10,DLE
1171,0.8-0.9,DLE2,1.0379473295014408,CXCL10,DLE
1172,0.8-0.9,DLE3,1.5456063295692386,CXCL10,DLE
1173,0.8-0.9,DLE4,0.48263300594896125,CXCL10,DLE
1174,0.8-0.9,DLE5,0.14797367865504427,CXCL10,DLE
1175,0.8-0.9,HC1,0.0,CXCL10,HC
1176,0.8-0.9,HC2,0.01840940513576031,CXCL10,HC
1177,0.8-0.9,HC3,0.003089598261126611,CXCL10,HC
1178,0.8-0.9,HC4,0.0,CXCL10,HC
1179,0.8-0.9,SLE1,0.7841355733237152,CXCL10,SLE
1180,0.8-0.9,SLE2,0.8166462173297305,CXCL10,SLE
1181,0.8-0.9,SLE3,0.0,CXCL10,SLE
1182,0.8-0.9,SLE4,0.036975791644331,CXCL10,SLE
1183,0.8-0.9,SLE5,0.8246107710482866,CXCL10,SLE
1184,0.8-0.9,SLE6,1.7393924421270972,CXCL10,SLE
1185,0.9-1.0,DLE1,1.460450850693079,CXCL10,DLE
1186,0.9-1.0,DLE2,1.29340746221025,CXCL10,DLE
1187,0.9-1.0,DLE3,1.437238081774348,CXCL10,DLE
1188,0.9-1.0,DLE4,0.659953899315533,CXCL10,DLE
1189,0.9-1.0,DLE5,0.17646153975045473,CXCL10,DLE
1190,0.9-1.0,HC1,0.0,CXCL10,HC
1191,0.9-1.0,HC2,0.03826065196584506,CXCL10,HC
1192,0.9-1.0,HC3,0.005174340540021669,CXCL10,HC
1193,0.9-1.0,HC4,0.0,CXCL10,HC
1194,0.9-1.0,SLE1,0.7195730312488143,CXCL10,SLE
1195,0.9-1.0,SLE2,0.8491350686014361,CXCL10,SLE
1196,0.9-1.0,SLE3,0.01013455652762336,CXCL10,SLE
1197,0.9-1.0,SLE4,0.03975910739307465,CXCL10,SLE
1198,0.9-1.0,SLE5,0.7210742898229503,CXCL10,SLE
1199,0.9-1.0,SLE6,1.718153304527432,CXCL10,SLE
1200,0.0-0.1,DLE1,0.1652203838448981,CXCL11,DLE
1201,0.0-0.1,DLE2,0.28187216772402784,CXCL11,DLE
1202,0.0-0.1,DLE3,0.16499413852439843,CXCL11,DLE
1203,0.0-0.1,DLE4,0.09293932858593912,CXCL11,DLE
1204,0.0-0.1,DLE5,0.04916252761403852,CXCL11,DLE
1205,0.0-0.1,HC1,0.0,CXCL11,HC
1206,0.0-0.1,HC2,0.011063310671930305,CXCL11,HC
1207,0.0-0.1,HC3,0.002102864679507182,CXCL11,HC
1208,0.0-0.1,HC4,0.0,CXCL11,HC
1209,0.0-0.1,SLE1,0.48775949887985975,CXCL11,SLE
1210,0.0-0.1,SLE2,0.22280162610975263,CXCL11,SLE
1211,0.0-0.1,SLE3,0.0,CXCL11,SLE
1212,0.0-0.1,SLE4,0.011638999049953296,CXCL11,SLE
1213,0.0-0.1,SLE5,0.35053871894548383,CXCL11,SLE
1214,0.0-0.1,SLE6,0.5998646051579353,CXCL11,SLE
1215,0.1-0.2,DLE1,0.12791219951004526,CXCL11,DLE
1216,0.1-0.2,DLE2,0.3036338403579035,CXCL11,DLE
1217,0.1-0.2,DLE3,0.2287737073311353,CXCL11,DLE
1218,0.1-0.2,DLE4,0.08397890603841981,CXCL11,DLE
1219,0.1-0.2,DLE5,0.029944664983671144,CXCL11,DLE
1220,0.1-0.2,HC1,0.0,CXCL11,HC
1221,0.1-0.2,HC2,0.006243137308066938,CXCL11,HC
1222,0.1-0.2,HC3,0.0,CXCL11,HC
1223,0.1-0.2,HC4,0.0,CXCL11,HC
1224,0.1-0.2,SLE1,0.435520489872768,CXCL11,SLE
1225,0.1-0.2,SLE2,0.17132191542751418,CXCL11,SLE
1226,0.1-0.2,SLE3,0.0,CXCL11,SLE
1227,0.1-0.2,SLE4,0.009710456654555425,CXCL11,SLE
1228,0.1-0.2,SLE5,0.33383041011138165,CXCL11,SLE
1229,0.1-0.2,SLE6,0.7127648570562278,CXCL11,SLE
1230,0.2-0.3,DLE1,0.17599564546223684,CXCL11,DLE
1231,0.2-0.3,DLE2,0.30252305496030035,CXCL11,DLE
1232,0.2-0.3,DLE3,0.2771173289546124,CXCL11,DLE
1233,0.2-0.3,DLE4,0.11646992128560406,CXCL11,DLE
1234,0.2-0.3,DLE5,0.026474799688543115,CXCL11,DLE
1235,0.2-0.3,HC1,0.0,CXCL11,HC
1236,0.2-0.3,HC2,0.0,CXCL11,HC
1237,0.2-0.3,HC3,0.0,CXCL11,HC
1238,0.2-0.3,HC4,0.0,CXCL11,HC
1239,0.2-0.3,SLE1,0.6309332874266743,CXCL11,SLE
1240,0.2-0.3,SLE2,0.2195601076403472,CXCL11,SLE
1241,0.2-0.3,SLE3,0.006485289064792636,CXCL11,SLE
1242,0.2-0.3,SLE4,0.005767119807909267,CXCL11,SLE
1243,0.2-0.3,SLE5,0.42103166925500246,CXCL11,SLE
1244,0.2-0.3,SLE6,0.5979805003625771,CXCL11,SLE
1245,0.3-0.4,DLE1,0.2506054934559567,CXCL11,DLE
1246,0.3-0.4,DLE2,0.3347668195953144,CXCL11,DLE
1247,0.3-0.4,DLE3,0.19252446467057652,CXCL11,DLE
1248,0.3-0.4,DLE4,0.15002067312042663,CXCL11,DLE
1249,0.3-0.4,DLE5,0.05097905099442031,CXCL11,DLE
1250,0.3-0.4,HC1,0.0,CXCL11,HC
1251,0.3-0.4,HC2,0.009992443967712317,CXCL11,HC
1252,0.3-0.4,HC3,0.0,CXCL11,HC
1253,0.3-0.4,HC4,0.0,CXCL11,HC
1254,0.3-0.4,SLE1,0.47505353211308016,CXCL11,SLE
1255,0.3-0.4,SLE2,0.25443916216636336,CXCL11,SLE
1256,0.3-0.4,SLE3,0.0,CXCL11,SLE
1257,0.3-0.4,SLE4,0.006277843767740332,CXCL11,SLE
1258,0.3-0.4,SLE5,0.4491135165476913,CXCL11,SLE
1259,0.3-0.4,SLE6,0.6550650705052921,CXCL11,SLE
1260,0.4-0.5,DLE1,0.22172890007339557,CXCL11,DLE
1261,0.4-0.5,DLE2,0.3427253729256397,CXCL11,DLE
1262,0.4-0.5,DLE3,0.2704499755999114,CXCL11,DLE
1263,0.4-0.5,DLE4,0.13366135394376766,CXCL11,DLE
1264,0.4-0.5,DLE5,0.044802335191358456,CXCL11,DLE
1265,0.4-0.5,HC1,0.0035564978432576022,CXCL11,HC
1266,0.4-0.5,HC2,0.004518934211366118,CXCL11,HC
1267,0.4-0.5,HC3,0.0,CXCL11,HC
1268,0.4-0.5,HC4,0.0,CXCL11,HC
1269,0.4-0.5,SLE1,0.3267278578139408,CXCL11,SLE
1270,0.4-0.5,SLE2,0.271487340224883,CXCL11,SLE
1271,0.4-0.5,SLE3,0.00797555448285638,CXCL11,SLE
1272,0.4-0.5,SLE4,0.00417004012499424,CXCL11,SLE
1273,0.4-0.5,SLE5,0.4598617435026162,CXCL11,SLE
